[[1.1999999999999997, 0.7, 1, 0.5, 1310.8],
 [1.1999999999999997, 0.7, 1, 0.6, 1310.8],
 [1.1999999999999997, 0.7, 1, 0.7, 1310.8],
 [1.1999999999999997, 0.7, 1, 0.7999999999999999, 1310.8],
 [1.1999999999999997, 0.7, 1, 0.8999999999999999, 1310.8],
 [1.0999999999999999, 0.7, 1, 0.7, 1254.68],
 [1.0999999999999999, 0.7, 1, 0.7999999999999999, 1254.68],
 [1.0999999999999999, 0.7, 1, 0.8999999999999999, 1254.68],
 [1.0999999999999999, 0.7, 2, 0.5, 1254.68],
 [1.0999999999999999, 0.7, 2, 0.6, 1254.68],
 [1.0999999999999999, 0.7, 2, 0.7, 1254.68],
 [1.0999999999999999, 0.7, 2, 0.7999999999999999, 1254.68],
 [1.0999999999999999, 0.7, 2, 0.8999999999999999, 1254.68],
 [1.0999999999999999, 0.7, 1, 0.9999999999999999, 1227.7],
 [1.0999999999999999, 0.7, 1, 1.0999999999999999, 1227.7],
 [1.0999999999999999, 0.7, 1, 1.1999999999999997, 1227.7],
 [1.0999999999999999, 0.7, 1, 1.2999999999999998, 1227.7],
 [1.0999999999999999, 0.7, 1, 1.4, 1227.7],
 [1.0999999999999999, 0.8999999999999999, 3, 0.9999999999999999, 1151.15],
 [1.0999999999999999, 0.8999999999999999, 3, 1.0999999999999999, 1151.15],
 [1.0999999999999999, 0.8999999999999999, 3, 1.1999999999999997, 1151.15],
 [1.0999999999999999, 0.8999999999999999, 3, 1.2999999999999998, 1151.15],
 [1.0999999999999999, 0.8999999999999999, 3, 1.4, 1151.15],
 [1.0999999999999999, 0.7999999999999999, 2, 0.9999999999999999, 1112.0],
 [1.0999999999999999, 0.7999999999999999, 2, 1.0999999999999999, 1112.0],
 [1.0999999999999999, 0.7999999999999999, 2, 1.1999999999999997, 1112.0],
 [1.0999999999999999, 0.7999999999999999, 2, 1.2999999999999998, 1112.0],
 [1.0999999999999999, 0.7999999999999999, 2, 1.4, 1112.0],
 [1.0999999999999999, 0.7999999999999999, 3, 0.7, 1080.27],
 [1.0999999999999999, 0.7999999999999999, 3, 0.7999999999999999, 1080.27],
 [1.0999999999999999, 0.7999999999999999, 3, 0.8999999999999999, 1080.27],
 [1.0999999999999999, 0.7999999999999999, 3, 0.9999999999999999, 1080.27],
 [1.0999999999999999, 0.7999999999999999, 3, 1.0999999999999999, 1080.27],
 [1.0999999999999999, 0.7999999999999999, 3, 1.1999999999999997, 1080.27],
 [1.0999999999999999, 0.7, 3, 0.5, 1013.38],
 [1.0999999999999999, 0.7, 3, 0.6, 1013.38],
 [1.0999999999999999, 0.7, 1, 0.5, 965.91],
 [1.0999999999999999, 0.7, 1, 0.6, 965.91],
 [0.9999999999999999, 0.7, 1, 0.7999999999999999, 957.72],
 [0.9999999999999999, 0.7, 1, 0.8999999999999999, 957.72],
 [0.9999999999999999, 0.7, 1, 0.9999999999999999, 957.72],
 [1.1999999999999997, 0.8999999999999999, 2, 1.1999999999999997, 954.38],
 [1.1999999999999997, 0.8999999999999999, 2, 1.2999999999999998, 954.38],
 [1.1999999999999997, 0.8999999999999999, 2, 1.4, 954.38],
 [0.9999999999999999, 0.7, 1, 0.7, 954.33],
 [0.9999999999999999, 0.7, 2, 0.6, 939.53],
 [0.9999999999999999, 0.7, 2, 0.7, 939.53],
 [0.5, 0.8999999999999999, 3, 1.4, 860.72],
 [0.7999999999999999, 0.7, 1, 1.0999999999999999, 834.4],
 [0.7999999999999999, 0.7, 1, 1.1999999999999997, 834.4]]
